translational_control,angular_control,pose_x,pose_y,pose_theta,linear_vel_x,linear_vel_y,angular_vel_z,pose_theta_cos,pose_theta_sin,slip_angle,steering_angle,LIDAR_0,LIDAR_1,LIDAR_2,LIDAR_3,LIDAR_4,LIDAR_5,LIDAR_6,LIDAR_7,LIDAR_8,LIDAR_9,LIDAR_10,LIDAR_11,LIDAR_12,LIDAR_13,LIDAR_14,LIDAR_15,LIDAR_16,LIDAR_17,LIDAR_18,LIDAR_19,LIDAR_20,LIDAR_21,LIDAR_22,LIDAR_23,LIDAR_24,LIDAR_25,LIDAR_26,LIDAR_27,LIDAR_28,LIDAR_29,LIDAR_30,LIDAR_31,LIDAR_32,LIDAR_33,LIDAR_34,LIDAR_35,LIDAR_36,LIDAR_37,LIDAR_38,LIDAR_39,LIDAR_40,LIDAR_41,LIDAR_42,LIDAR_43,LIDAR_44,LIDAR_45,LIDAR_46,LIDAR_47,LIDAR_48,LIDAR_49,LIDAR_50,LIDAR_51,LIDAR_52,LIDAR_53,LIDAR_54,LIDAR_55,LIDAR_56,LIDAR_57,LIDAR_58,LIDAR_59,LIDAR_60,LIDAR_61,LIDAR_62,LIDAR_63,LIDAR_64,LIDAR_65,LIDAR_66,LIDAR_67
-1.8200000524520876,-3.5,-15.066,17.177,3.018,17.844,0.0,-1.078,-0.992,0.124,-0.043,0.037,1.075,1.092,1.092,1.109,1.128,1.138,1.121,1.187,1.219,1.208,1.237,1.335,1.339,1.379,1.457,1.524,1.632,1.673,1.803,1.878,2.043,2.221,2.376,2.527,2.897,3.287,3.782,4.406,5.371,6.717,9.168,15.0,20.597,22.046,14.975,8.867,6.519,4.908,4.002,3.505,2.994,2.666,2.418,2.23,2.026,1.857,1.765,1.69,1.545,1.518,1.43,1.357,1.321,1.265,1.228,1.184,1.186,1.119,1.096,1.06,1.09,1.037,1.04,1.01,1.03,0.998,1.013,0.998
-6.204999923706055,3.5,-15.594,17.265,2.99,17.789,0.0,-0.848,-0.989,0.151,-0.012,-0.059,1.061,1.077,1.117,1.127,1.115,1.113,1.167,1.183,1.185,1.2,1.277,1.302,1.347,1.334,1.437,1.458,1.555,1.654,1.731,1.848,1.976,2.085,2.258,2.442,2.709,3.016,3.443,3.948,4.683,5.809,7.425,10.721,18.669,20.62,21.886,11.868,7.665,5.779,4.618,3.688,3.206,2.823,2.564,2.294,2.108,1.971,1.792,1.703,1.565,1.491,1.397,1.368,1.287,1.25,1.244,1.174,1.123,1.139,1.127,1.093,1.024,1.033,1.021,1.03,0.985,1.005,0.945,0.992
6.244999885559082,-3.065999984741211,-16.118,17.352,2.961,17.603,0.0,-0.982,-0.984,0.18,0.016,0.037,1.116,1.087,1.099,1.129,1.12,1.161,1.174,1.163,1.196,1.233,1.296,1.26,1.297,1.406,1.434,1.452,1.547,1.613,1.731,1.75,1.9,1.972,2.168,2.374,2.579,2.804,3.203,3.656,4.177,5.027,6.225,8.517,12.952,19.225,20.64,21.647,10.145,6.889,5.252,4.195,3.539,2.994,2.748,2.453,2.171,2.019,1.899,1.697,1.619,1.525,1.471,1.371,1.347,1.267,1.246,1.201,1.159,1.108,1.089,1.058,1.071,1.035,1.024,1.004,1.01,0.977,0.982,0.979
6.38700008392334,3.5,-16.64,17.439,2.936,17.722,0.0,-0.641,-0.979,0.204,0.039,-0.055,1.094,1.123,1.083,1.072,1.124,1.139,1.155,1.164,1.226,1.257,1.261,1.266,1.279,1.371,1.372,1.474,1.513,1.577,1.662,1.731,1.856,1.953,2.098,2.27,2.477,2.716,3.074,3.383,3.967,4.525,5.617,7.09,10.08,17.082,19.389,20.61,13.134,8.249,5.912,4.764,3.813,3.31,2.955,2.492,2.241,2.061,1.908,1.836,1.687,1.604,1.453,1.445,1.384,1.265,1.24,1.227,1.135,1.161,1.126,1.04,1.03,1.035,1.041,1.005,0.957,0.938,0.96,0.96
2.8559999465942383,-3.4110000133514404,-17.166,17.528,2.917,17.839,0.0,-0.472,-0.975,0.223,0.053,0.041,1.118,1.126,1.124,1.116,1.135,1.168,1.161,1.158,1.212,1.206,1.233,1.292,1.329,1.342,1.367,1.421,1.503,1.519,1.665,1.725,1.807,1.991,2.029,2.241,2.422,2.631,2.889,3.249,3.705,4.248,5.115,6.34,8.616,13.265,18.213,19.491,20.558,10.081,6.768,5.153,4.211,3.532,3.044,2.622,2.418,2.181,1.969,1.773,1.698,1.61,1.516,1.408,1.382,1.306,1.242,1.219,1.2,1.107,1.087,1.088,1.024,1.038,1.003,0.988,1.006,0.927,0.936,0.961
-1.5440000295639038,2.73799991607666,-17.694,17.621,2.908,17.925,0.0,-0.109,-0.973,0.231,0.057,-0.055,1.084,1.143,1.124,1.137,1.156,1.15,1.162,1.185,1.198,1.175,1.221,1.303,1.311,1.365,1.416,1.453,1.465,1.564,1.645,1.713,1.778,1.941,2.012,2.176,2.36,2.562,2.83,3.22,3.653,4.186,4.923,6.061,8.108,11.879,17.38,18.768,19.88,11.14,7.188,5.301,4.391,3.544,3.016,2.695,2.352,2.14,1.987,1.888,1.717,1.618,1.543,1.426,1.336,1.359,1.271,1.179,1.18,1.155,1.102,1.047,1.043,1.012,1.009,0.981,0.984,0.962,0.974,0.923
-7.0,2.7039999961853027,-18.222,17.716,2.901,17.878,0.0,-0.341,-0.971,0.239,0.058,0.027,1.155,1.132,1.12,1.132,1.139,1.171,1.182,1.15,1.175,1.235,1.273,1.259,1.333,1.394,1.386,1.421,1.487,1.56,1.653,1.696,1.779,1.892,2.066,2.16,2.332,2.54,2.779,3.132,3.586,4.07,4.797,5.925,7.773,11.105,16.502,18.006,19.085,11.762,7.53,5.461,4.33,3.626,3.187,2.7,2.529,2.234,2.057,1.836,1.696,1.65,1.506,1.467,1.36,1.282,1.27,1.215,1.13,1.119,1.087,1.058,1.043,1.001,1.0,1.003,0.954,0.948,0.907,0.947
6.801000118255615,-2.993000030517578,-18.748,17.814,2.892,17.668,0.0,0.071,-0.969,0.247,0.065,0.108,1.11,1.136,1.114,1.137,1.165,1.188,1.162,1.153,1.2,1.243,1.251,1.271,1.335,1.374,1.376,1.414,1.456,1.525,1.659,1.717,1.797,1.89,2.035,2.133,2.284,2.47,2.742,3.106,3.415,4.013,4.665,5.663,7.279,10.129,15.766,17.32,18.389,13.574,8.193,5.892,4.718,3.78,3.223,2.858,2.41,2.224,1.991,1.887,1.79,1.566,1.555,1.413,1.431,1.37,1.235,1.233,1.184,1.11,1.127,1.073,1.023,1.027,0.984,1.006,0.976,0.956,0.935,0.945
-7.0,0.5389999747276306,-19.27,17.912,2.905,17.786,0.0,0.924,-0.972,0.234,0.049,0.018,1.104,1.122,1.142,1.143,1.144,1.153,1.144,1.208,1.2,1.201,1.22,1.281,1.337,1.314,1.377,1.452,1.519,1.562,1.618,1.725,1.794,1.892,2.016,2.199,2.342,2.62,2.821,3.129,3.526,4.149,4.897,6.034,7.913,11.468,15.789,17.091,18.108,10.933,7.445,5.572,4.463,3.584,3.078,2.731,2.395,2.202,1.941,1.846,1.767,1.593,1.532,1.418,1.349,1.315,1.26,1.228,1.157,1.127,1.098,1.06,1.069,1.027,0.97,0.991,1.008,0.979,0.952,0.946
4.013999938964844,-3.5,-19.792,18.011,2.931,17.576,0.0,0.86,-0.978,0.209,0.021,0.034,1.114,1.164,1.156,1.13,1.14,1.199,1.181,1.174,1.2,1.264,1.264,1.312,1.319,1.436,1.397,1.463,1.527,1.613,1.627,1.788,1.835,1.968,2.113,2.254,2.509,2.723,2.999,3.419,3.911,4.55,5.535,7.127,9.929,14.561,16.153,17.212,18.087,8.511,5.992,4.588,3.924,3.232,2.858,2.548,2.331,2.118,1.907,1.741,1.695,1.538,1.502,1.373,1.343,1.317,1.211,1.2,1.18,1.137,1.04,1.011,1.044,1.006,1.025,0.965,0.973,0.978,0.955,0.963
3.125999927520752,0.6919999718666077,-20.311,18.111,2.958,17.695,0.0,0.762,-0.983,0.182,-0.007,-0.062,1.12,1.122,1.122,1.183,1.182,1.164,1.172,1.192,1.235,1.267,1.259,1.364,1.394,1.368,1.446,1.509,1.554,1.667,1.76,1.77,1.945,2.1,2.149,2.368,2.577,2.812,3.223,3.671,4.302,5.05,6.357,8.314,12.695,15.162,16.253,17.179,9.878,6.903,5.257,4.156,3.496,2.961,2.732,2.366,2.155,1.988,1.862,1.695,1.619,1.455,1.477,1.34,1.303,1.255,1.216,1.118,1.118,1.137,1.089,1.05,1.025,1.03,0.997,0.946,0.962,0.964,0.963,0.932
-7.0,-0.8809999823570251,-20.833,18.212,2.974,17.789,0.0,0.144,-0.986,0.166,-0.024,-0.041,1.126,1.123,1.12,1.143,1.163,1.158,1.145,1.21,1.243,1.251,1.322,1.335,1.375,1.375,1.457,1.527,1.542,1.668,1.696,1.87,1.947,2.105,2.285,2.46,2.692,2.984,3.353,3.818,4.508,5.453,7.052,9.585,13.77,15.13,16.048,16.975,8.435,6.088,4.71,4.058,3.373,2.874,2.558,2.253,2.064,1.922,1.842,1.656,1.598,1.458,1.439,1.345,1.296,1.238,1.206,1.149,1.07,1.126,1.085,1.021,1.022,1.037,0.987,1.017,0.945,0.948,0.909,0.946
-5.119999885559082,3.5,-21.355,18.313,2.974,17.579,0.0,-0.346,-0.986,0.166,-0.024,-0.067,1.116,1.153,1.096,1.141,1.154,1.15,1.205,1.208,1.205,1.219,1.283,1.321,1.322,1.424,1.482,1.499,1.628,1.648,1.775,1.83,1.995,2.134,2.223,2.431,2.655,2.915,3.313,3.79,4.469,5.511,6.968,9.514,13.347,14.615,15.533,16.344,8.611,6.069,4.871,3.988,3.302,2.862,2.591,2.347,2.156,1.999,1.788,1.67,1.553,1.497,1.407,1.36,1.278,1.218,1.267,1.157,1.113,1.065,1.104,1.066,1.023,0.976,0.999,0.973,0.991,0.948,0.947,0.931
4.264999866485596,2.431999921798706,-21.871,18.413,2.959,17.425,0.0,-0.592,-0.983,0.182,-0.009,0.029,1.112,1.128,1.087,1.102,1.091,1.182,1.173,1.17,1.182,1.255,1.256,1.327,1.313,1.377,1.421,1.48,1.539,1.626,1.75,1.808,1.926,2.014,2.167,2.383,2.57,2.836,3.216,3.55,4.192,5.084,6.419,8.33,12.244,13.692,14.673,15.488,9.927,6.894,5.293,4.199,3.529,3.014,2.723,2.352,2.125,2.006,1.866,1.709,1.608,1.545,1.442,1.351,1.34,1.265,1.189,1.187,1.142,1.111,1.087,1.1,1.066,1.024,0.997,0.981,0.99,0.971,0.951,0.93
1.805999994277954,-1.6920000314712524,-22.386,18.513,2.945,17.545,0.0,-0.095,-0.981,0.195,0.007,0.102,1.121,1.071,1.094,1.087,1.145,1.155,1.182,1.17,1.178,1.215,1.256,1.256,1.366,1.381,1.382,1.464,1.538,1.592,1.704,1.732,1.907,1.974,2.133,2.304,2.503,2.726,3.026,3.451,3.931,4.751,5.735,7.593,10.855,12.841,13.909,14.648,15.505,7.794,5.687,4.541,3.748,3.155,2.771,2.485,2.348,2.078,1.891,1.792,1.676,1.567,1.485,1.393,1.322,1.304,1.259,1.177,1.178,1.141,1.096,1.04,1.019,1.04,1.01,0.994,0.965,0.973,0.975,0.971
3.526000022888184,-0.906000018119812,-22.903,18.611,2.951,17.599,0.0,0.637,-0.982,0.19,0.004,0.051,1.08,1.096,1.08,1.127,1.141,1.141,1.122,1.206,1.213,1.228,1.25,1.251,1.304,1.337,1.38,1.468,1.515,1.594,1.657,1.697,1.891,1.998,2.118,2.319,2.506,2.766,3.138,3.54,4.049,4.772,5.922,7.918,11.242,12.548,13.41,14.238,15.021,7.233,5.373,4.48,3.6,3.11,2.793,2.456,2.211,2.047,1.861,1.797,1.593,1.587,1.468,1.425,1.355,1.246,1.263,1.181,1.109,1.159,1.139,1.07,1.037,1.043,1.045,0.982,0.98,0.956,0.952,0.99
-7.0,-3.5,-23.423,18.709,2.972,17.705,0.0,0.821,-0.986,0.168,-0.016,0.024,1.074,1.118,1.155,1.1,1.11,1.106,1.194,1.193,1.207,1.226,1.274,1.33,1.316,1.37,1.435,1.498,1.602,1.599,1.69,1.786,1.972,2.036,2.226,2.424,2.66,2.888,3.295,3.739,4.42,5.358,6.767,9.33,11.537,12.49,13.302,14.092,8.787,6.253,4.871,3.965,3.348,2.987,2.649,2.415,2.188,2.007,1.783,1.714,1.614,1.533,1.402,1.414,1.313,1.265,1.229,1.177,1.132,1.104,1.113,1.069,1.028,1.033,0.994,0.998,0.978,0.967,0.939,0.941
-1.3890000581741333,-3.5,-23.943,18.806,2.998,17.495,0.0,0.683,-0.99,0.143,-0.04,-0.072,1.105,1.142,1.1,1.093,1.134,1.144,1.152,1.159,1.231,1.284,1.274,1.327,1.378,1.446,1.44,1.52,1.572,1.62,1.773,1.933,1.949,2.148,2.347,2.529,2.788,3.195,3.532,4.147,4.857,6.051,8.081,10.605,11.704,12.521,13.239,13.931,7.091,5.49,4.348,3.7,3.124,2.808,2.479,2.248,2.05,1.914,1.735,1.633,1.546,1.462,1.38,1.356,1.278,1.199,1.22,1.127,1.123,1.062,1.093,1.052,1.019,1.009,0.959,0.996,0.974,0.974,0.97,0.937
7.0,3.5,-24.459,18.902,3.009,17.453,0.0,-0.448,-0.991,0.132,-0.052,-0.168,1.089,1.076,1.082,1.133,1.124,1.139,1.169,1.225,1.273,1.269,1.279,1.279,1.378,1.433,1.525,1.58,1.595,1.684,1.784,1.908,2.078,2.236,2.382,2.547,2.916,3.202,3.634,4.318,5.2,6.573,8.976,10.468,11.329,12.115,12.824,13.508,6.582,4.976,4.093,3.442,2.985,2.687,2.388,2.176,1.988,1.874,1.714,1.613,1.492,1.484,1.381,1.34,1.3,1.216,1.209,1.175,1.141,1.098,1.053,1.053,1.051,1.0,1.016,0.941,0.973,0.965,0.963,0.965
5.934999942779541,3.4600000381469727,-24.974,18.998,2.982,17.572,0.0,-1.579,-0.987,0.159,-0.025,-0.072,1.065,1.091,1.075,1.125,1.144,1.173,1.167,1.216,1.212,1.219,1.223,1.333,1.342,1.382,1.48,1.512,1.576,1.676,1.703,1.842,1.949,2.078,2.25,2.463,2.699,2.968,3.363,3.88,4.557,5.641,7.248,9.406,10.384,11.098,11.841,12.513,8.114,5.857,4.719,3.805,3.338,2.939,2.559,2.254,2.041,1.945,1.83,1.684,1.609,1.453,1.48,1.351,1.3,1.283,1.226,1.141,1.128,1.12,1.088,1.027,1.027,1.048,0.985,0.985,0.956,0.956,0.985,0.938
-2.4649999141693115,3.5,-25.494,19.096,2.932,17.691,0.0,-1.613,-0.978,0.208,0.024,0.024,1.056,1.066,1.106,1.133,1.096,1.084,1.152,1.191,1.187,1.21,1.235,1.264,1.331,1.316,1.414,1.409,1.463,1.515,1.651,1.665,1.804,1.976,2.056,2.226,2.414,2.68,2.925,3.297,3.775,4.455,5.388,6.959,8.868,9.833,10.484,11.136,11.807,12.51,6.245,4.888,3.96,3.342,2.957,2.628,2.379,2.172,1.979,1.814,1.716,1.585,1.495,1.413,1.411,1.294,1.278,1.244,1.195,1.131,1.11,1.107,1.07,1.022,1.007,1.033,1.016,0.969,0.994,0.922
-0.4469999969005584,-1.86899995803833,-26.015,19.194,2.89,17.617,0.0,-0.791,-0.968,0.249,0.065,0.12,1.091,1.061,1.124,1.124,1.112,1.121,1.082,1.159,1.159,1.185,1.177,1.276,1.256,1.293,1.335,1.428,1.411,1.524,1.558,1.64,1.711,1.827,1.969,2.079,2.205,2.381,2.651,2.98,3.309,3.881,4.545,5.467,6.908,8.532,9.309,10.029,10.703,11.286,11.908,6.214,4.815,3.933,3.342,2.945,2.561,2.323,2.138,1.949,1.804,1.746,1.601,1.544,1.418,1.371,1.323,1.273,1.194,1.167,1.142,1.078,1.07,1.087,1.067,1.009,0.999,1.012,1.013,0.96
4.902999877929688,-2.5910000801086426,-26.534,19.292,2.879,17.604,0.0,0.337,-0.966,0.26,0.074,0.064,1.044,1.109,1.115,1.078,1.09,1.056,1.118,1.157,1.159,1.151,1.201,1.225,1.252,1.263,1.318,1.391,1.388,1.508,1.536,1.619,1.717,1.796,1.921,2.067,2.14,2.342,2.635,2.895,3.189,3.635,4.33,5.211,6.583,7.941,8.749,9.36,9.933,10.583,11.177,6.583,4.952,4.117,3.424,2.995,2.722,2.427,2.186,2.033,1.878,1.708,1.642,1.511,1.494,1.387,1.292,1.288,1.226,1.206,1.174,1.128,1.085,1.076,1.094,1.046,1.011,1.002,0.955,0.968
-0.5759999752044678,3.5,-27.053,19.393,2.896,17.722,0.0,0.875,-0.97,0.243,0.052,-0.014,1.071,1.087,1.094,1.081,1.123,1.11,1.136,1.142,1.109,1.207,1.229,1.228,1.243,1.348,1.337,1.379,1.447,1.477,1.575,1.656,1.72,1.855,1.974,2.077,2.268,2.456,2.697,2.943,3.38,3.856,4.674,5.639,6.97,7.865,8.503,9.096,9.658,10.22,10.775,5.836,4.683,3.8,3.282,2.906,2.563,2.284,2.079,1.945,1.823,1.69,1.619,1.513,1.457,1.374,1.266,1.285,1.228,1.165,1.181,1.113,1.072,1.032,1.015,1.05,1.036,1.0,0.994,0.955
1.909000039100647,-3.5,-27.575,19.495,2.921,17.705,0.0,0.933,-0.976,0.219,0.024,0.082,1.084,1.058,1.078,1.13,1.084,1.107,1.137,1.15,1.189,1.179,1.205,1.301,1.303,1.348,1.333,1.444,1.469,1.519,1.581,1.689,1.796,1.833,2.03,2.192,2.341,2.608,2.831,3.246,3.666,4.227,5.123,6.182,7.033,7.729,8.347,8.908,9.369,10.001,10.514,5.117,4.139,3.508,3.074,2.696,2.426,2.146,2.001,1.868,1.808,1.615,1.571,1.461,1.408,1.343,1.257,1.264,1.222,1.161,1.104,1.104,1.086,1.074,1.013,1.011,1.012,0.98,0.988,0.983
7.0,1.4609999656677246,-28.096,19.599,2.954,17.762,0.0,1.204,-0.982,0.186,-0.008,-0.014,1.114,1.097,1.073,1.086,1.11,1.118,1.151,1.161,1.183,1.191,1.245,1.271,1.283,1.36,1.391,1.459,1.512,1.572,1.691,1.755,1.877,1.968,2.118,2.305,2.506,2.746,3.154,3.435,3.96,4.838,5.851,6.501,7.183,7.738,8.207,8.737,9.159,9.759,10.396,4.32,3.655,3.218,2.768,2.562,2.305,2.115,1.955,1.745,1.697,1.555,1.515,1.425,1.374,1.324,1.265,1.188,1.196,1.145,1.094,1.095,1.096,1.064,1.011,1.013,1.002,1.018,1.017,0.974
3.20199990272522,0.2300000041723251,-28.62,19.703,2.987,17.879,0.0,0.897,-0.988,0.154,-0.039,0.03,1.078,1.068,1.089,1.128,1.112,1.131,1.13,1.171,1.204,1.199,1.242,1.249,1.347,1.374,1.394,1.473,1.543,1.637,1.705,1.842,1.93,2.091,2.259,2.453,2.674,2.937,3.345,3.87,4.591,5.412,5.97,6.526,7.105,7.577,8.059,8.518,8.985,9.554,4.756,3.814,3.391,2.923,2.56,2.298,2.086,1.96,1.843,1.69,1.603,1.52,1.469,1.384,1.276,1.305,1.202,1.143,1.167,1.113,1.08,1.054,1.091,1.027,1.061,1.002,0.979,0.954,1.0,1.001
-3.3010001182556152,3.5,-29.148,19.805,3.012,17.975,0.0,0.787,-0.992,0.129,-0.059,0.037,1.04,1.083,1.101,1.131,1.101,1.108,1.167,1.179,1.194,1.197,1.257,1.304,1.328,1.404,1.425,1.506,1.609,1.668,1.761,1.844,1.987,2.186,2.363,2.605,2.817,3.163,3.585,4.226,4.887,5.433,5.978,6.409,6.888,7.238,7.698,8.205,8.671,9.298,4.215,3.551,3.081,2.665,2.428,2.234,2.03,1.897,1.8,1.618,1.601,1.469,1.398,1.371,1.254,1.308,1.222,1.169,1.162,1.109,1.073,1.088,1.031,1.011,1.042,0.976,0.989,0.977,0.991,0.997
-7.0,-1.4830000400543213,-29.677,19.904,3.041,17.876,0.0,1.468,-0.995,0.101,-0.078,0.133,1.056,1.076,1.11,1.1,1.179,1.126,1.169,1.21,1.214,1.228,1.311,1.295,1.397,1.409,1.442,1.581,1.596,1.735,1.806,1.958,2.123,2.32,2.446,2.761,3.03,3.439,3.964,4.468,4.886,5.387,5.744,6.167,6.604,6.969,7.423,7.886,8.359,8.908,3.674,3.243,2.765,2.592,2.338,2.121,1.963,1.797,1.716,1.553,1.561,1.419,1.391,1.329,1.231,1.226,1.184,1.158,1.111,1.107,1.112,1.05,1.021,1.028,1.03,1.021,0.981,0.969,0.973,1.006
-1.11899995803833,-2.101999998092652,-30.203,19.997,3.102,17.666,0.0,3.029,-0.999,0.04,-0.126,0.088,1.08,1.138,1.13,1.164,1.147,1.226,1.21,1.224,1.28,1.359,1.344,1.39,1.452,1.524,1.598,1.698,1.779,1.923,2.025,2.165,2.335,2.578,2.911,3.219,3.574,3.991,4.36,4.672,5.074,5.462,5.846,6.208,6.61,6.985,7.465,7.863,8.506,3.928,2.973,2.753,2.416,2.204,2.068,1.913,1.717,1.668,1.522,1.52,1.394,1.362,1.322,1.258,1.17,1.192,1.139,1.088,1.038,1.077,1.039,1.053,0.992,1.0,0.997,1.008,1.007,0.962,0.964,0.95
-0.2540000081062317,3.5,-30.726,20.082,-3.089,17.633,0.0,3.046,-0.999,-0.053,-0.202,0.025,1.107,1.131,1.201,1.213,1.207,1.28,1.298,1.323,1.379,1.465,1.498,1.524,1.66,1.726,1.847,1.89,2.058,2.232,2.419,2.641,2.94,3.289,3.513,3.842,4.113,4.395,4.709,5.061,5.404,5.773,6.089,6.497,6.855,7.331,7.865,8.548,3.126,2.63,2.387,2.154,2.024,1.84,1.7,1.644,1.511,1.465,1.388,1.302,1.246,1.225,1.186,1.117,1.134,1.119,1.062,1.039,1.023,1.045,0.988,0.996,0.948,0.937,0.993,0.956,0.942,0.952,0.953,0.999
-2.0799999237060547,3.5,-31.249,20.157,-3.002,17.625,0.0,2.761,-0.99,-0.139,-0.266,0.121,1.215,1.236,1.24,1.269,1.323,1.367,1.41,1.448,1.514,1.617,1.647,1.776,1.85,1.986,2.077,2.246,2.446,2.593,2.889,3.076,3.333,3.565,3.803,4.009,4.303,4.591,4.903,5.201,5.581,5.838,6.284,6.641,7.217,7.777,8.559,2.861,2.332,2.095,1.925,1.793,1.689,1.564,1.476,1.394,1.358,1.274,1.223,1.201,1.158,1.077,1.099,1.076,1.062,1.03,0.984,1.005,0.97,0.981,0.943,0.934,0.945,0.933,0.937,0.933,0.954,0.929,0.945,0.975
7.0,-3.5,-31.774,20.218,-2.91,17.563,0.0,3.902,-0.973,-0.23,-0.326,0.217,1.305,1.317,1.369,1.387,1.449,1.482,1.572,1.623,1.744,1.817,1.956,2.043,2.128,2.318,2.413,2.579,2.742,2.899,3.145,3.329,3.521,3.764,4.014,4.23,4.451,4.749,5.066,5.315,5.687,6.05,6.548,7.064,7.797,8.641,2.521,2.137,1.873,1.687,1.563,1.488,1.436,1.305,1.296,1.221,1.14,1.185,1.098,1.068,1.018,1.01,1.009,0.963,0.996,0.949,0.952,0.919,0.94,0.935,0.891,0.873,0.928,0.969,0.94,0.879,0.89,0.889,0.882,0.946
-0.9229999780654908,3.5,-32.3,20.261,-2.802,17.681,0.0,2.811,-0.943,-0.333,-0.395,0.121,1.446,1.498,1.556,1.641,1.655,1.734,1.807,1.911,2.014,2.108,2.198,2.281,2.383,2.522,2.654,2.82,2.979,3.176,3.282,3.526,3.68,3.967,4.189,4.423,4.703,4.906,5.267,5.656,6.083,6.61,7.274,8.191,9.05,2.296,1.898,1.702,1.523,1.396,1.299,1.229,1.213,1.147,1.083,1.072,1.042,1.011,0.974,0.95,0.97,0.909,0.913,0.861,0.885,0.876,0.865,0.885,0.87,0.825,0.819,0.828,0.873,0.864,0.848,0.883,0.873,0.859,0.939,0.905
-0.8960000276565552,-3.5,-32.83,20.283,-2.712,17.654,0.0,3.506,-0.909,-0.416,-0.441,0.217,1.622,1.635,1.686,1.76,1.813,1.906,1.987,1.977,2.075,2.181,2.276,2.409,2.519,2.645,2.757,2.889,3.034,3.191,3.345,3.517,3.745,3.95,4.205,4.419,4.767,5.087,5.505,5.949,6.643,7.434,8.226,8.958,9.528,1.953,1.539,1.442,1.325,1.252,1.155,1.071,1.013,0.989,0.94,0.885,0.883,0.849,0.849,0.868,0.806,0.805,0.764,0.791,0.779,0.783,0.771,0.763,0.762,0.778,0.773,0.819,0.815,0.815,0.809,0.816,0.809,0.814,0.869,0.858
-4.480999946594238,2.740000009536743,-33.359,20.281,-2.596,17.627,0.0,4.303,-0.855,-0.519,-0.508,0.121,1.665,1.729,1.793,1.802,1.896,1.972,2.022,2.067,2.184,2.292,2.361,2.46,2.602,2.672,2.869,2.913,3.108,3.289,3.468,3.71,3.866,4.154,4.444,4.746,5.174,5.646,6.278,7.183,7.999,8.582,9.199,9.676,2.34,1.628,1.323,1.208,1.138,1.022,0.969,0.936,0.909,0.878,0.84,0.825,0.808,0.782,0.766,0.747,0.744,0.744,0.686,0.686,0.693,0.679,0.698,0.698,0.67,0.68,0.69,0.73,0.712,0.739,0.722,0.726,0.73,0.754,0.811,0.814
6.663000106811523,1.8799999952316284,-33.886,20.252,-2.447,17.492,0.0,6.528,-0.768,-0.64,-0.603,0.203,1.773,1.806,1.882,1.937,1.97,2.089,2.136,2.211,2.296,2.357,2.513,2.579,2.696,2.819,3.007,3.209,3.319,3.562,3.772,4.014,4.361,4.7,5.231,5.928,6.666,7.509,8.066,8.666,9.19,9.634,10.019,2.06,1.547,1.385,1.194,1.054,1.01,0.914,0.868,0.851,0.824,0.831,0.729,0.72,0.693,0.694,0.689,0.693,0.629,0.654,0.644,0.636,0.643,0.656,0.65,0.66,0.638,0.653,0.65,0.637,0.644,0.683,0.669,0.681,0.686,0.738,0.709,0.729
4.980000019073486,-3.4800000190734863,-34.408,20.193,-2.279,17.611,0.0,3.793,-0.651,-0.759,-0.704,0.26,1.812,1.817,1.933,1.984,2.025,2.122,2.238,2.3,2.465,2.546,2.676,2.792,2.935,3.137,3.304,3.485,3.82,4.131,4.539,5.168,5.832,6.525,7.259,7.839,8.419,8.864,9.248,9.605,9.987,2.586,1.771,1.47,1.32,1.129,1.093,0.999,0.946,0.911,0.838,0.788,0.767,0.734,0.694,0.691,0.701,0.689,0.686,0.625,0.607,0.597,0.621,0.625,0.601,0.617,0.591,0.625,0.621,0.602,0.604,0.606,0.611,0.658,0.655,0.658,0.711,0.68,0.733,0.778
1.625,0.7459999918937683,-34.929,20.096,-2.19,17.73,0.0,1.275,-0.58,-0.814,-0.72,0.164,1.762,1.828,1.872,1.932,1.974,2.08,2.194,2.229,2.322,2.499,2.623,2.79,2.92,3.164,3.392,3.695,4.085,4.531,5.185,5.974,6.658,7.207,7.727,8.169,8.634,8.959,9.329,4.908,3.502,2.494,1.981,1.652,1.485,1.264,1.148,1.066,0.967,0.919,0.915,0.836,0.811,0.757,0.788,0.731,0.708,0.694,0.691,0.716,0.703,0.643,0.636,0.649,0.612,0.598,0.648,0.668,0.671,0.635,0.647,0.65,0.642,0.639,0.684,0.676,0.657,0.708,0.725,0.779
6.122000217437744,-3.5,-35.444,19.962,-2.161,17.778,0.0,0.461,-0.556,-0.831,-0.679,0.186,1.61,1.694,1.73,1.778,1.836,1.908,2.0,2.149,2.176,2.272,2.407,2.589,2.712,2.89,3.202,3.461,3.936,4.463,5.062,5.729,6.388,6.92,7.413,7.816,8.204,8.55,8.856,9.261,3.841,3.094,2.489,2.114,1.821,1.538,1.389,1.299,1.17,1.151,1.068,1.031,0.989,0.934,0.885,0.837,0.83,0.768,0.806,0.784,0.73,0.719,0.771,0.699,0.698,0.702,0.657,0.716,0.674,0.65,0.657,0.696,0.718,0.701,0.68,0.702,0.734,0.752,0.745,0.787
